Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
22:40:33:12.523,61,0.2137352377,0.2167605907,0.0327448361,0.0000000000,0.0000000000,0.0783488601,0.0000000000,0.2137992829,0.2164893150,0.0808792785,0.0000000000,0.0000000000,0.0783178583,0.0000000000,0.0531295389,0.0000000000,0.0074928002,0.0303436406,0.0232080817,0.0868895948,0.1210578755,0.0000000000,0.0143549386,0.0035796061,0.0419488400,0.0000000000,0.0000000000,0.0460879989,0.0496315248,0.0949661210,0.1048609540,0.1263044178,0.0224086344,0.4818598330,0.3684732318,0.1919358969,0.1910437196,0.0406189114,0.0424105600,0.0702163950,0.0758308172,0.3232347369,0.3232143223,0.1171116084,0.0000000000,0.0000000000,0.0648093447,0.1097343192,0.1185383350,0.1576566398,0.1591083556,0.0000000027,-0.1473550797,-0.2374615669,0.0391441323,-0.0489745922,0.1324054897,-0.0065199663,0.0198275633,0.1324377358,0.0026411996
22:40:33:13.524,61,0.2159664780,0.2222599238,0.0273385700,0.0000000000,0.0000000000,0.0786057636,0.0000000000,0.2160021961,0.2219314128,0.0863873139,0.0000000000,0.0000000000,0.0785733536,0.0000000000,0.0478700511,0.0000000000,0.0086388737,0.0304530412,0.0282871798,0.0958787948,0.1233304590,0.0000000000,0.0141918985,0.0408549011,0.0593649670,0.0000000000,0.0000000000,0.0416664369,0.0447517037,0.0951811597,0.1050744951,0.1147362366,0.0213054586,0.4138198197,0.3101970255,0.1618053019,0.1605184227,0.0490092076,0.0504152924,0.0804760084,0.0854689628,0.3338758647,0.3338501453,0.1196692437,0.0000000000,0.0000000000,0.0575177111,0.1127400994,0.1221589074,0.1602806151,0.1616716385,0.0000000017,-0.1505541354,-0.2377345264,0.0397841111,-0.0522863604,0.1357568502,-0.0071387882,0.0165464804,0.1357895583,0.0022606447
22:40:33:14.525,61,0.2164451182,0.2219106257,0.0244204178,0.0000000000,0.0000000000,0.0788503513,0.0000000000,0.2164657116,0.2215550244,0.0893545002,0.0000000000,0.0000000000,0.0788170025,0.0000000000,0.0448009446,0.0000000000,0.0095599126,0.0306835603,0.0320793986,0.1039713323,0.1238039657,0.0000000000,0.0139125474,0.0509546362,0.0648141578,0.0000000000,0.0000000000,0.0384991914,0.0413118452,0.0956780687,0.1055868194,0.1042956859,0.0203881375,0.3912035823,0.2917977273,0.1468102336,0.1454427838,0.0568401851,0.0577914640,0.0909390301,0.0953923613,0.3391815424,0.3391520679,0.1227494031,0.0000000000,0.0000000000,0.0515696369,0.1144207940,0.1242012456,0.1614850163,0.1627321094,0.0000000019,-0.1537572145,-0.2367913127,0.0393157639,-0.0540839322,0.1355396807,-0.0073720124,0.0147807216,0.1355723739,0.0020161495
22:40:33:15.526,61,0.2165305167,0.2245150357,0.0212827660,0.0000000000,0.0000000000,0.0789686143,0.0000000000,0.2165446132,0.2241259515,0.0925102755,0.0000000000,0.0000000000,0.0789346397,0.0000000000,0.0430107936,0.0000000000,0.0104574515,0.0311958902,0.0352050141,0.1194888428,0.1237676218,0.0000000000,0.0137567604,0.0588531345,0.0714672506,0.0000000000,0.0000000000,0.0367690697,0.0394801646,0.0979712307,0.1092975661,0.0969840735,0.0196052920,0.3746030033,0.2820051312,0.1391440779,0.1377237886,0.0702409223,0.0707202181,0.1046024933,0.1102535203,0.3404940367,0.3404618204,0.1241806000,0.0000000000,0.0000000000,0.0475650653,0.1154188886,0.1254791319,0.1621129811,0.1632104218,0.0000000025,-0.1566355228,-0.2357007861,0.0376265757,-0.0559819452,0.1371269375,-0.0077209263,0.0128788175,0.1371598989,0.0017775673
22:40:33:16.526,61,0.2149579674,0.2236374319,0.0208587702,0.0000000000,0.0000000000,0.0789883211,0.0000000000,0.2150105089,0.2232463956,0.0928597972,0.0000000000,0.0000000000,0.0789538845,0.0000000000,0.0419459529,0.0000000000,0.0114252884,0.0317937285,0.0382226817,0.1266475469,0.1237388551,0.0000000000,0.0136686116,0.0609746277,0.0731105208,0.0000000000,0.0000000000,0.0356286764,0.0383041687,0.1006371900,0.1132934242,0.0938948169,0.0189441387,0.3680263460,0.2774985433,0.1354213655,0.1339937896,0.0747288093,0.0750769898,0.1093644649,0.1152661964,0.3275353611,0.3275137544,0.1229343116,0.0000000000,0.0000000000,0.0456134193,0.1158169284,0.1260159612,0.1625125706,0.1634692848,0.0000000063,-0.1583277136,-0.2346062809,0.0355224088,-0.0561976135,0.1365904361,-0.0077199345,0.0126231769,0.1366232932,0.0017353833
22:40:33:17.527,61,0.2118439525,0.2218897343,0.0193330403,0.0000000000,0.0000000000,0.0788753182,0.0000000000,0.2119446397,0.2214879394,0.0943141505,0.0000000000,0.0000000000,0.0788408741,0.0000000000,0.0414835401,0.0000000000,0.0123093259,0.0350513607,0.0403322913,0.1368589550,0.1218696833,0.0000000000,0.0135904290,0.0619546473,0.0747501403,0.0000000000,0.0000000000,0.0348436125,0.0375265703,0.1028334871,0.1158332452,0.0920172185,0.0184153132,0.3384111822,0.2642522156,0.1298720986,0.1290068477,0.0855453908,0.0842878297,0.1143957376,0.1211123094,0.3008541465,0.3008407652,0.1219826788,0.0000000000,0.0000000000,0.0438084342,0.1157933399,0.1261827499,0.1615426987,0.1624830365,0.0000000123,-0.1586246938,-0.2330388576,0.0325169154,-0.0570861399,0.1355214119,-0.0077797226,0.0117015559,0.1355540603,0.0015959428
22:40:33:18.528,61,0.2110300362,0.2222518176,0.0196888577,0.0000000000,0.0000000000,0.0790037364,0.0000000000,0.2111454159,0.2218530625,0.0939169601,0.0000000000,0.0000000000,0.0789692923,0.0000000000,0.0411753841,0.0000000000,0.0129775293,0.0363130942,0.0421129987,0.1403168589,0.1213738471,0.0000000000,0.0135633927,0.0618753992,0.0750746131,0.0000000000,0.0000000000,0.0342237763,0.0369203351,0.1037778035,0.1168344095,0.0911912248,0.0179799404,0.3385418355,0.2604453862,0.1280384511,0.1273637116,0.0887237638,0.0870848596,0.1160088554,0.1229871362,0.2933383882,0.2933279276,0.1191502884,0.0000000000,0.0000000000,0.0428499803,0.1156738177,0.1262561232,0.1609194726,0.1618537754,0.0000000279,-0.1579630673,-0.2331835926,0.0303710960,-0.0568439998,0.1357429773,-0.0077595813,0.0119165583,0.1357756108,0.0016279545
22:40:33:19.528,61,0.2106025517,0.2228242010,0.0196041819,0.0000000000,0.0000000000,0.0792485476,0.0000000000,0.2107247114,0.2224238515,0.0939801261,0.0000000000,0.0000000000,0.0792140812,0.0000000000,0.0410183594,0.0000000000,0.0135414358,0.0372626297,0.0437268615,0.1417584866,0.1209537089,0.0000000000,0.0136191109,0.0615591481,0.0751886293,0.0000000000,0.0000000000,0.0337353647,0.0364623629,0.1042676568,0.1172821894,0.0908358172,0.0176300313,0.3366943598,0.2582867146,0.1270207316,0.1264619529,0.0902049392,0.0884160995,0.1164329499,0.1235723570,0.2897608578,0.2897521257,0.1168780327,0.0000000000,0.0000000000,0.0421536155,0.1155722961,0.1263679266,0.1599851847,0.1609696448,0.0000000671,-0.1559234262,-0.2334440798,0.0283637736,-0.0568795316,0.1360924691,-0.0077846651,0.0118647413,0.1361252069,0.0016251012
22:40:33:20.529,61,0.2102392018,0.2224235088,0.0192041360,0.0000000000,0.0000000000,0.0792798400,0.0000000000,0.2103627473,0.2220203131,0.0943570137,0.0000000000,0.0000000000,0.0792454034,0.0000000000,0.0409241579,0.0000000000,0.0140806790,0.0378873013,0.0446540155,0.1421941817,0.1208821982,0.0000000000,0.0134933153,0.0606549010,0.0741489083,0.0000000000,0.0000000000,0.0332785510,0.0360087678,0.1044913530,0.1173445955,0.0907726958,0.0172879510,0.3466528952,0.2598459125,0.1267817318,0.1262840033,0.0905913040,0.0887514874,0.1163984016,0.1235443577,0.3029191494,0.3029007912,0.1157225966,0.0000000000,0.0000000000,0.0416136049,0.1153168082,0.1261841059,0.1593047380,0.1602445543,0.0000000839,-0.1549372524,-0.2330589294,0.0262487885,-0.0571095496,0.1358473301,-0.0078018582,0.0116230184,0.1358800083,0.0015890909
22:40:33:21.530,61,0.2104978710,0.2217335552,0.0193736888,0.0000000000,0.0000000000,0.0797376111,0.0000000000,0.2106189579,0.2213332653,0.0941671729,0.0000000000,0.0000000000,0.0797017217,0.0000000000,0.0408361442,0.0000000000,0.0146884341,0.0382325128,0.0452984758,0.1401701719,0.1204860434,0.0000000000,0.0134547530,0.0475070328,0.0586002953,0.0000000000,0.0000000000,0.0327729322,0.0354952998,0.1045602411,0.1173025295,0.0907284617,0.0169401038,0.3499792218,0.2605788410,0.1267045736,0.1261833012,0.0890622362,0.0878079683,0.1146906018,0.1212072074,0.3335488141,0.3335246742,0.1155238152,0.0000000000,0.0000000000,0.0411457494,0.1154817268,0.1263930500,0.1586625129,0.1595596969,0.0000001235,-0.1538669467,-0.2331271768,0.0243562255,-0.0569979064,0.1354261041,-0.0077621825,0.0117263114,0.1354587078,0.0015981804
22:40:33:22.531,61,0.2144037932,0.2198537737,0.0184713863,0.0000000000,0.0000000000,0.0828491300,0.0000000000,0.2144618779,0.2194486409,0.0950298682,0.0000000000,0.0000000000,0.0828017741,0.0000000000,0.0405388810,0.0000000000,0.0149885612,0.0380667336,0.0453780927,0.1310455501,0.1202779189,0.0000000000,0.0132381711,0.0308570545,0.0439634100,0.0000000000,0.0000000000,0.0322012529,0.0348888971,0.1040837169,0.1145626009,0.0911025032,0.0165371150,0.4036273360,0.3027794063,0.1337350160,0.1326634288,0.0767394230,0.0768352225,0.1105250493,0.1155108660,0.3660898209,0.3660590053,0.1155340299,0.0000000000,0.0000000000,0.0409282111,0.1161770225,0.1272105575,0.1585023552,0.1592701823,0.0000001083,-0.1525418609,-0.2339414805,0.0232392065,-0.0575290583,0.1342770308,-0.0077671525,0.0111819170,0.1343094707,0.0015109009
22:40:33:23.531,61,0.2196443528,0.2221862525,0.0170135889,0.0000000000,0.0000000000,0.0840891078,0.0000000000,0.2196879089,0.2217641771,0.0964223593,0.0000000000,0.0000000000,0.0840394273,0.0000000000,0.0399992689,0.0000000000,0.0151660871,0.0376664437,0.0451957434,0.1232713982,0.1202156916,0.0000000000,0.0128004495,0.0253452342,0.0387686901,0.0000000000,0.0000000000,0.0315739214,0.0341964290,0.1029481888,0.1109932959,0.0915275365,0.0160758235,0.4180819094,0.3141352236,0.1362217367,0.1352657378,0.0683227181,0.0688817874,0.1088863909,0.1131988913,0.3667600453,0.3667498231,0.1169570759,0.0000000000,0.0000000000,0.0407114886,0.1163733378,0.1274178624,0.1586997062,0.1592079252,0.0000000685,-0.1517757922,-0.2387346774,0.0229361542,-0.0583608262,0.1357005239,-0.0079638734,0.0102974260,0.1357330829,0.0014063230
22:40:33:24.532,61,0.2212949991,0.2257409990,0.0174078271,0.0000000000,0.0000000000,0.0850209221,0.0000000000,0.2213299274,0.2253172845,0.0959163159,0.0000000000,0.0000000000,0.0849710107,0.0000000000,0.0393417105,0.0000000000,0.0152857397,0.0373794213,0.0452107340,0.1188570634,0.1196542233,0.0000000000,0.0123462640,0.0272171702,0.0447094366,0.0000000000,0.0000000000,0.0309843291,0.0335419327,0.1023035794,0.1095054448,0.0917783454,0.0156637207,0.3744686544,0.2760797739,0.1341186017,0.1336055398,0.0648435950,0.0656259209,0.1037304997,0.1079768389,0.2985766232,0.2985745072,0.1178095937,0.0000000000,0.0000000000,0.0405026563,0.1160301715,0.1271132231,0.1572141945,0.1564923823,0.0000000473,-0.1516351104,-0.2427912354,0.0207688697,-0.0580371991,0.1378721446,-0.0080481088,0.0105328886,0.1379050463,0.0014617889
22:40:33:25.533,61,0.2217674851,0.2295286059,0.0190716553,0.0000000000,0.0000000000,0.0858499929,0.0000000000,0.2217972130,0.2291158736,0.0940619335,0.0000000000,0.0000000000,0.0858010724,0.0000000000,0.0388270244,0.0000000000,0.0154449120,0.0373628214,0.0455887206,0.1169602647,0.1108850464,0.0000000000,0.0119800717,0.0330052860,0.0522479750,0.0000000000,0.0000000000,0.0304773953,0.0329920836,0.1022289991,0.1090892851,0.0918369517,0.0153412540,0.3388934135,0.2566873133,0.1183184087,0.1185776219,0.0635709241,0.0644428954,0.1021729857,0.1064403355,0.2431881726,0.2431934923,0.1182649434,0.0000000000,0.0000000000,0.0400351994,0.1155498251,0.1267630756,0.1535871029,0.1527794749,0.0000000361,-0.1499613822,-0.2447093427,0.0177285839,-0.0568967089,0.1401872635,-0.0080243545,0.0115358774,0.1402204335,0.0016282138
22:40:33:26.533,61,0.2204470634,0.2303145975,0.0211278293,0.0000000000,0.0000000000,0.0870804489,0.0000000000,0.2204761803,0.2299211472,0.0918993503,0.0000000000,0.0000000000,0.0870374888,0.0000000000,0.0384506062,0.0000000000,0.0155470055,0.0376017131,0.0464552045,0.1161587313,0.1081074551,0.0000000000,0.0118822549,0.0344095156,0.0546452627,0.0000000000,0.0000000000,0.0300484151,0.0325402245,0.1024374217,0.1092047095,0.0919596851,0.0151121020,0.3268921077,0.2472209185,0.1129199117,0.1133613735,0.0632362589,0.0641606674,0.1010553390,0.1054744199,0.2240882367,0.2240973115,0.1181516200,0.0000000000,0.0000000000,0.0396143869,0.1148071438,0.1263224930,0.1498944163,0.1498689204,0.0000001599,-0.1472859830,-0.2463521063,0.0135780666,-0.0555847585,0.1406695396,-0.0078668538,0.0127787283,0.1407027543,0.0018099109
22:40:33:27.534,61,0.2197552472,0.2357837409,0.0266329516,0.0000000000,0.0000000000,0.0876235813,0.0000000000,0.2197861373,0.2354510427,0.0859849453,0.0000000000,0.0000000000,0.0875833780,0.0000000000,0.0381395593,0.0000000000,0.0158022512,0.0381091721,0.0470797829,0.1244439781,0.1065186560,0.0000000000,0.0119626131,0.0377175696,0.0626786798,0.0000000000,0.0000000000,0.0296900850,0.0321902111,0.1028409302,0.1100908145,0.0916417986,0.0148868850,0.3205503523,0.2428304404,0.1097727418,0.1104132086,0.0674687326,0.0682858527,0.1041219607,0.1126285866,0.2082291692,0.2082549781,0.1173469648,0.0000000000,0.0000000000,0.0390378758,0.1137956157,0.1258017570,0.1475075185,0.1483925134,0.0000004633,-0.1442051679,-0.2457517684,0.0101477467,-0.0519823693,0.1440247595,-0.0075354106,0.0161006674,0.1440508813,0.0023353875
22:40:33:28.534,61,0.2152873129,0.2367022634,0.0307963714,0.0000000000,0.0000000000,0.0876123235,0.0000000000,0.2153421044,0.2364096344,0.0817571357,0.0000000000,0.0000000000,0.0875746757,0.0000000000,0.0377586409,0.0000000000,0.0160606895,0.0387488380,0.0477581806,0.1316262633,0.1059520543,0.0000000000,0.0121144196,0.0388045423,0.0652281865,0.0000000000,0.0000000000,0.0293908603,0.0319045149,0.1038610265,0.1128111556,0.0912620500,0.0146650337,0.3192376196,0.2414305955,0.1078283712,0.1085469499,0.0688602626,0.0696789175,0.1052869707,0.1151819825,0.1922350228,0.1922603250,0.1170053557,0.0000000000,0.0000000000,0.0385101326,0.1130516157,0.1253706068,0.1462707520,0.1475997716,0.0000004746,-0.1395944506,-0.2443068475,0.0069279005,-0.0494222790,0.1445922107,-0.0071932445,0.0186160952,0.1446184367,0.0027109943
22:40:33:29.535,61,0.2137623131,0.2362956256,0.0303032547,0.0000000000,0.0000000000,0.0874285847,0.0000000000,0.2138229460,0.2359980494,0.0823301896,0.0000000000,0.0000000000,0.0873928219,0.0000000000,0.0374366865,0.0000000000,0.0163425673,0.0411035605,0.0482387878,0.1466974616,0.1055896878,0.0000000000,0.0124475518,0.0428344570,0.0723220930,0.0000000000,0.0000000000,0.0291627422,0.0317222103,0.1046260223,0.1149523482,0.0886969790,0.0144573189,0.3144972920,0.2400735915,0.1052464247,0.1056104973,0.0766351372,0.0773250684,0.1133919582,0.1258765757,0.1862197965,0.1862452775,0.1176658198,0.0000000000,0.0000000000,0.0378575623,0.1126123294,0.1253416985,0.1452695727,0.1469389796,0.0000004472,-0.1360728741,-0.2440427244,0.0041175177,-0.0497705117,0.1443430036,-0.0072312243,0.0183186736,0.1443691701,0.0026630247
22:40:33:30.536,61,0.2131329179,0.2358416021,0.0301834363,0.0000000000,0.0000000000,0.0873330310,0.0000000000,0.2132006884,0.2355430275,0.0824977234,0.0000000000,0.0000000000,0.0872986168,0.0000000000,0.0372852273,0.0000000000,0.0167665761,0.0436137579,0.0484824702,0.1537513733,0.1052608341,0.0000000000,0.0127060646,0.0452406146,0.0746608824,0.0000000000,0.0000000000,0.0289310142,0.0315271877,0.1054168269,0.1170583814,0.0862315074,0.0142217940,0.3128075004,0.2397653759,0.1039832607,0.1042347848,0.0820732340,0.0822082460,0.1246397570,0.1359936148,0.2124988735,0.2125124484,0.1249316856,0.0000000000,0.0000000000,0.0369996093,0.1125635803,0.1256828457,0.1444973201,0.1464305371,0.0000003243,-0.1348543316,-0.2466427684,0.0025390903,-0.0498737991,0.1440654695,-0.0072320914,0.0182469785,0.1440916061,0.0026474320
22:40:33:31.536,61,0.2132793665,0.2349716127,0.0313557982,0.0000000000,0.0000000000,0.0871324763,0.0000000000,0.2133488655,0.2346852869,0.0813522935,0.0000000000,0.0000000000,0.0870989263,0.0000000000,0.0370534323,0.0000000000,0.0170189366,0.0449046642,0.0485888347,0.1577506065,0.1055902168,0.0000000000,0.0127777811,0.0461404584,0.0752689838,0.0000000000,0.0000000000,0.0286574196,0.0312739760,0.1060873419,0.1181414723,0.0829883665,0.0139690898,0.3119443059,0.2397360951,0.1032078192,0.1033555940,0.0845292881,0.0843975469,0.1283236295,0.1394446492,0.2516728640,0.2516625226,0.1334610879,0.0000000000,0.0000000000,0.0362958647,0.1126657352,0.1260462701,0.1440168470,0.1461733729,0.0000000207,-0.1340900958,-0.2483734787,0.0010286475,-0.0491850674,0.1435358822,-0.0071057226,0.0189571735,0.1435619891,0.0027402109
22:40:33:32.537,61,0.2171524167,0.2357314676,0.0326561369,0.0000000000,0.0000000000,0.0867727697,0.0000000000,0.2171844691,0.2354568243,0.0800736248,0.0000000000,0.0000000000,0.0867397487,0.0000000000,0.0370354392,0.0000000000,0.0173236523,0.0512253419,0.0486924425,0.1768121272,0.1058923230,0.0000000000,0.0128444945,0.0487451889,0.0756170750,0.0000000000,0.0000000000,0.0285830162,0.0312509127,0.1096220613,0.1224430278,0.0805590898,0.0137707237,0.3046490550,0.2387296557,0.1026051491,0.1026221514,0.1025414392,0.0985024720,0.1347596049,0.1443160623,0.2655358613,0.2654922903,0.1370699704,0.0000000000,0.0000000000,0.0355443843,0.1128607392,0.1264442950,0.1436333656,0.1459772587,0.0000000090,-0.1331195980,-0.2513835728,0.0017832043,-0.0484087057,0.1440022737,-0.0070166951,0.0197420046,0.1440284252,0.0028630421
22:40:33:33.538,61,0.2193086743,0.2356115580,0.0335389674,0.0000000000,0.0000000000,0.0863639712,0.0000000000,0.2193314582,0.2353453189,0.0792409182,0.0000000000,0.0000000000,0.0863304734,0.0000000000,0.0370193236,0.0000000000,0.0177037306,0.0583710782,0.0488513708,0.1825894415,0.1064627171,0.0000000000,0.0130606908,0.0534246452,0.0760277808,0.0000000000,0.0000000000,0.0286177881,0.0313574336,0.1130150557,0.1270803809,0.0773973241,0.0136124333,0.2856106162,0.2279736996,0.1018673405,0.1013663709,0.1124095991,0.1078029945,0.1372304112,0.1463591009,0.2764165401,0.2763242126,0.1392894089,0.0000000000,0.0000000000,0.0346400328,0.1128111482,0.1264907569,0.1427779943,0.1454890221,0.0000000023,-0.1331528872,-0.2526269853,0.0032571768,-0.0479057692,0.1439305544,-0.0069403485,0.0202759281,0.1439567059,0.0029389777
22:40:33:34.538,61,0.2205424756,0.2349296808,0.0342827030,0.0000000000,0.0000000000,0.0859134272,0.0000000000,0.2205606103,0.2346707135,0.0785935447,0.0000000000,0.0000000000,0.0858796611,0.0000000000,0.0369455405,0.0000000000,0.0179365799,0.0636269748,0.0490939841,0.1858277768,0.1094848663,0.0000000000,0.0132052042,0.0564322360,0.0763169453,0.0000000000,0.0000000000,0.0286869779,0.0314884484,0.1153960824,0.1295370609,0.0752286315,0.0134635372,0.2797385752,0.2238762379,0.1008217335,0.0998699516,0.1166378483,0.1116102636,0.1385890692,0.1474270523,0.2817363739,0.2816163599,0.1427565366,0.0000000000,0.0000000000,0.0338656828,0.1127723083,0.1264957488,0.1420843005,0.1449450403,0.0000000014,-0.1322927922,-0.2503658533,0.0045462237,-0.0475172326,0.1435153037,-0.0068639675,0.0207267981,0.1435414255,0.0029955341
22:40:33:35.539,61,0.2215486914,0.2347985953,0.0345845483,0.0000000000,0.0000000000,0.0854660794,0.0000000000,0.2215642780,0.2345421165,0.0783729777,0.0000000000,0.0000000000,0.0854318887,0.0000000000,0.0367537811,0.0000000000,0.0182204321,0.0658767298,0.0494570285,0.1875245422,0.1220118478,0.0000000000,0.0133849634,0.0570173226,0.0726116300,0.0000000000,0.0000000000,0.0286353528,0.0314620547,0.1165398061,0.1307792217,0.0739959106,0.0133209778,0.2772401869,0.2219522148,0.1001691297,0.0990353525,0.1169883832,0.1123606190,0.1377034634,0.1454882473,0.2847481668,0.2846164405,0.1442578286,0.0000000000,0.0000000000,0.0332683213,0.1126191989,0.1262783706,0.1415065080,0.1444156319,0.0000000019,-0.1320293546,-0.2469512671,0.0055502085,-0.0473844185,0.1434357017,-0.0068409499,0.0209095292,0.1434618533,0.0030202407
22:40:33:36.540,61,0.2342025191,0.2365067452,0.0339243226,0.0000000000,0.0000000000,0.0851726234,0.0000000000,0.2342122644,0.2362416834,0.0790836215,0.0000000000,0.0000000000,0.0851377919,0.0000000000,0.0365334600,0.0000000000,0.0183870494,0.0672390908,0.0498630442,0.1881086975,0.1260617375,0.0000000000,0.0135750491,0.0571180061,0.0711877123,0.0000000000,0.0000000000,0.0286332276,0.0314880796,0.1173293740,0.1315562278,0.0731763840,0.0132091558,0.2760998905,0.2206380814,0.0996843502,0.0984407738,0.1171409264,0.1125951037,0.1353250593,0.1423533708,0.2960380018,0.2958934903,0.1449678391,0.0000000000,0.0000000000,0.0327475034,0.1123669893,0.1259361356,0.1410009414,0.1439027041,0.0000000091,-0.1323695779,-0.2423785776,0.0052458490,-0.0478068888,0.1444780678,-0.0069527491,0.0205072630,0.1445043683,0.0029839715
22:40:33:37.540,61,0.2354242057,0.2346872091,0.0332316868,0.0000000000,0.0000000000,0.0848739147,0.0000000000,0.2354447991,0.2344165891,0.0798693672,0.0000000000,0.0000000000,0.0848388374,0.0000000000,0.0365549773,0.0000000000,0.0186594687,0.0690424442,0.0502028838,0.1922477186,0.1279969662,0.0000000000,0.0137788793,0.0563907251,0.0688061416,0.0000000000,0.0000000000,0.0286868587,0.0315814652,0.1199635789,0.1348440349,0.0726167709,0.0130974837,0.2769908607,0.2203579694,0.0991683602,0.0978567004,0.1173865795,0.1128993556,0.1351181865,0.1419187635,0.2990923226,0.2989443839,0.1453867853,0.0000000000,0.0000000000,0.0322065838,0.1121996716,0.1257314384,0.1405467093,0.1434416175,0.0000000139,-0.1325827539,-0.2401354462,0.0051912321,-0.0482896529,0.1433652192,-0.0069680614,0.0200918037,0.1433914304,0.0029006982
22:40:33:38.541,61,0.2362812012,0.2334840894,0.0329998471,0.0000000000,0.0000000000,0.0849592686,0.0000000000,0.2363036871,0.2332124412,0.0801101252,0.0000000000,0.0000000000,0.0849236697,0.0000000000,0.0366310216,0.0000000000,0.0189257003,0.0699568242,0.0505853966,0.1934648901,0.1289906502,0.0000000000,0.0140029229,0.0560477674,0.0679413155,0.0000000000,0.0000000000,0.0287671909,0.0317099132,0.1210866943,0.1361702383,0.0721697435,0.0130262896,0.2778960466,0.2203367054,0.0988283083,0.0974605903,0.1172482073,0.1128445193,0.1348378211,0.1415919662,0.3006735444,0.3005248010,0.1456571072,0.0000000000,0.0000000000,0.0317711458,0.1124184206,0.1259557456,0.1401117444,0.1430345774,0.0000000258,-0.1322623193,-0.2376052737,0.0051632836,-0.0484403521,0.1426298320,-0.0069534425,0.0199537463,0.1426559240,0.0028657897
22:40:33:39.542,61,0.2364025265,0.2314661443,0.0317275152,0.0000000000,0.0000000000,0.0850096568,0.0000000000,0.2364256382,0.2311846614,0.0813548192,0.0000000000,0.0000000000,0.0849742517,0.0000000000,0.0369193964,0.0000000000,0.0191919040,0.0714225918,0.0508557558,0.1953561306,0.1291128695,0.0000000000,0.0141402911,0.0558400154,0.0675194338,0.0000000000,0.0000000000,0.0289448034,0.0319430754,0.1220244244,0.1372009665,0.0718136206,0.0129886745,0.2783091366,0.2203686535,0.0985507146,0.0971376747,0.1177142709,0.1133442819,0.1358896196,0.1432487965,0.3050816059,0.3049606085,0.1460484117,0.0000000000,0.0000000000,0.0312849656,0.1127857193,0.1264096349,0.1398000568,0.1427290142,0.0000000261,-0.1307687312,-0.2356495559,0.0045192721,-0.0492016859,0.1413949430,-0.0070006652,0.0191877950,0.1414208263,0.0027316157
22:40:33:40.542,61,0.2363086045,0.2288836688,0.0304281581,0.0000000000,0.0000000000,0.0853810310,0.0000000000,0.2363327295,0.2285930514,0.0826122239,0.0000000000,0.0000000000,0.0853462592,0.0000000000,0.0372528695,0.0000000000,0.0194593892,0.0725812241,0.0510233827,0.1990074962,0.1285314411,0.0000000000,0.0142540867,0.0552052855,0.0670420602,0.0000000000,0.0000000000,0.0290522967,0.0320895314,0.1226414964,0.1377860755,0.0714261308,0.0129492786,0.2782163620,0.2201759964,0.0981639698,0.0967313722,0.1184910908,0.1141498312,0.1376510113,0.1462253332,0.3066366315,0.3065275252,0.1461283416,0.0000000000,0.0000000000,0.0307387188,0.1131660864,0.1271169335,0.1394450963,0.1424329579,0.0000000214,-0.1295090914,-0.2363580763,0.0035858476,-0.0499733128,0.1398152411,-0.0070298756,0.0184060950,0.1398409158,0.0025906840
22:40:33:41.543,61,0.2339997143,0.2224689275,0.0290721115,0.0000000000,0.0000000000,0.0861387774,0.0000000000,0.2340657115,0.2221736610,0.0839312226,0.0000000000,0.0000000000,0.0861043781,0.0000000000,0.0375074893,0.0000000000,0.0198131632,0.0732888579,0.0511652157,0.2017493397,0.1279832721,0.0000000000,0.0145518575,0.0506276414,0.0664096400,0.0000000000,0.0000000000,0.0290474202,0.0321075991,0.1230273172,0.1381375641,0.0709639266,0.0128999343,0.2778587043,0.2198111564,0.0976628438,0.0962287858,0.1189029291,0.1146342158,0.1384505928,0.1475021243,0.3078205585,0.3077215552,0.1463820934,0.0000000000,0.0000000000,0.0302539896,0.1136857346,0.1291780025,0.1391917318,0.1423090696,0.0000000183,-0.1264791638,-0.2416702360,0.0021427111,-0.0507988036,0.1358945966,-0.0069429949,0.0175953880,0.1359197199,0.0024062684
